dcdplugin) detected standard 32-bit DCD file of native endianness
dcdplugin) CHARMM format DCD file (also NAMD 2.1 and later)
main) file: namdOut.dcd
  4257 atoms, 20 frames, size:    1.0MB
atom 2192 [ 11.860960, -4.260285, 32.610241 ]
atom 2193 [ 9.909637, 9.274042, 36.711658 ]
atom 2194 [ 9.269035, 10.002513, 36.954475 ]
atom 2195 [ 9.587481, 8.807792, 35.887749 ]
atom 2196 [ 6.335941, 1.183898, -26.606472 ]
atom 2197 [ 5.455928, 1.100850, -27.074104 ]
atom 2198 [ 6.393335, 0.499056, -25.880045 ]
atom 2199 [ -6.628173, -8.387082, -17.178179 ]
atom 2200 [ -7.421135, -7.786853, -17.282757 ]
atom 2201 [ -5.789505, -7.853413, -17.286951 ]
atom 2202 [ -11.972765, -4.309742, 37.436703 ]
atom 2203 [ -12.548554, -3.626693, 37.886047 ]
atom 2204 [ -11.318969, -3.850838, 36.835075 ]
atom 2205 [ 0.233882, -4.218678, -41.249859 ]
atom 2206 [ 1.029051, -4.675239, -40.850788 ]
atom 2207 [ 0.237777, -4.348476, -42.241390 ]
atom 2208 [ -5.866549, -13.203025, -20.121288 ]
atom 2209 [ -6.727829, -12.733392, -20.315308 ]
atom 2210 [ -5.731699, -13.256737, -19.131880 ]
atom 2211 [ 8.204741, -0.152626, 41.547432 ]
atom 2212 [ 8.960660, 0.348867, 41.968254 ]
atom 2213 [ 8.355383, -0.216553, 40.560913 ]
atom 2214 [ -0.183394, 12.464121, -32.053684 ]
atom 2215 [ -0.951494, 11.899956, -31.750799 ]
atom 2216 [ 0.204100, 12.948503, -31.269323 ]
atom 2217 [ -1.556939, -8.042783, -6.787810 ]
atom 2218 [ -2.248727, -8.742757, -6.965194 ]
atom 2219 [ -0.672995, -8.351092, -7.139360 ]
atom 2220 [ 14.030834, 10.823631, -10.013641 ]
atom 2221 [ 13.453888, 10.013768, -9.907552 ]
atom 2222 [ 14.279532, 10.931965, -10.976145 ]
atom 2223 [ 8.829559, 10.840029, -6.357662 ]
atom 2224 [ 8.921349, 9.924383, -6.749028 ]
atom 2225 [ 7.860134, 11.065930, -6.261832 ]
atom 2226 [ 0.400236, -14.044765, -10.753699 ]
atom 2227 [ 0.695114, -13.646284, -9.885218 ]
atom 2228 [ -0.250183, -14.783658, -10.577649 ]
atom 2229 [ -3.780679, -10.769218, -42.477024 ]
atom 2230 [ -3.103876, -10.378557, -41.853069 ]
atom 2231 [ -3.524170, -11.709507, -42.700764 ]
atom 2232 [ -11.058526, 2.165747, -24.381849 ]
atom 2233 [ -11.264398, 1.674906, -25.228426 ]
atom 2234 [ -10.527454, 2.986336, -24.593027 ]
atom 2235 [ -14.392597, -8.023562, 40.697227 ]
atom 2236 [ -15.362494, -8.180506, 40.511036 ]
atom 2237 [ -14.296348, -7.495288, 41.540829 ]
atom 2238 [ -3.611910, 14.449942, -37.141666 ]
atom 2239 [ -4.259213, 14.703299, -36.422771 ]
atom 2240 [ -2.905539, 15.153727, -37.217346 ]
atom 2241 [ 13.748714, 9.811501, -12.825763 ]
atom 2242 [ 13.007193, 10.118877, -13.422140 ]
atom 2243 [ 13.534613, 8.902023, -12.469375 ]
atom 2244 [ -10.186313, 9.316929, -24.616653 ]
atom 2245 [ -10.461095, 8.401837, -24.911785 ]
atom 2246 [ -10.978417, 9.797793, -24.240702 ]
atom 2247 [ -14.703757, 2.920622, -18.647907 ]
atom 2248 [ -13.885613, 2.393449, -18.418280 ]
atom 2249 [ -14.753990, 3.729901, -18.062634 ]
atom 2250 [ -8.225468, 3.299438, -36.614208 ]
atom 2251 [ -8.818748, 3.855621, -37.196171 ]
atom 2252 [ -7.278294, 3.387894, -36.922489 ]
atom 2253 [ 12.772722, 4.839408, -8.712260 ]
atom 2254 [ 13.536437, 4.812616, -8.067262 ]
atom 2255 [ 12.253593, 3.986999, -8.649788 ]
atom 2256 [ -8.816199, 14.771480, -40.625389 ]
atom 2257 [ -9.684300, 15.048800, -40.213696 ]
atom 2258 [ -8.894239, 14.804431, -41.621796 ]
atom 2259 [ 8.508415, -9.938002, -21.882368 ]
atom 2260 [ 8.719047, -8.960722, -21.858713 ]
atom 2261 [ 7.654469, -10.082938, -22.382137 ]
atom 2262 [ 14.503249, 11.185805, -38.954086 ]
atom 2263 [ 14.777965, 10.469604, -39.595634 ]
atom 2264 [ 14.722949, 12.081598, -39.340462 ]
atom 2265 [ -6.195518, -9.123273, -38.454937 ]
atom 2266 [ -7.010962, -9.590152, -38.797100 ]
atom 2267 [ -6.078230, -9.326571, -37.482868 ]
atom 2268 [ 10.459625, 1.216353, 42.348789 ]
atom 2269 [ 11.118713, 1.308324, 41.602371 ]
atom 2270 [ 10.902076, 0.780041, 43.132290 ]
atom 2271 [ 13.488276, 0.199943, -31.013323 ]
atom 2272 [ 13.922125, 0.816361, -30.356205 ]
atom 2273 [ 13.864063, -0.720446, -30.905310 ]
atom 2274 [ -5.346092, 5.700680, -12.691407 ]
atom 2275 [ -5.020866, 4.776239, -12.492316 ]
atom 2276 [ -4.833827, 6.075010, -13.464363 ]
atom 2277 [ 12.903341, -7.916479, -41.744030 ]
atom 2278 [ 12.694926, -8.892790, -41.685890 ]
atom 2279 [ 12.215796, -7.462010, -42.310368 ]
atom 2280 [ 2.050620, 7.548656, -7.675735 ]
atom 2281 [ 1.947801, 6.932697, -8.456775 ]
atom 2282 [ 2.989502, 7.500830, -7.334835 ]
atom 2283 [ -5.178615, 12.585182, -11.480622 ]
atom 2284 [ -5.871032, 12.307715, -10.814611 ]
atom 2285 [ -5.246899, 12.006392, -12.293236 ]
atom 2286 [ -11.554226, 8.240586, -39.887806 ]
atom 2287 [ -10.890126, 8.978783, -40.006283 ]
atom 2288 [ -11.122664, 7.365584, -40.107182 ]
atom 2289 [ -13.676044, -13.604418, -9.083060 ]
atom 2290 [ -14.341686, -13.686262, -9.824831 ]
atom 2291 [ -13.083757, -14.410117, -9.076287 ]
atom 2292 [ 1.987041, 1.394119, -20.710760 ]
atom 2293 [ 2.818955, 1.018488, -21.119198 ]
atom 2294 [ 1.666574, 0.783938, -19.986206 ]
atom 2295 [ -5.807598, -6.786651, 37.689236 ]
atom 2296 [ -6.767869, -7.058067, 37.754143 ]
atom 2297 [ -5.741409, -5.788966, 37.704853 ]
atom 2298 [ -14.178782, 10.636837, 34.319256 ]
atom 2299 [ -13.231392, 10.956703, 34.307407 ]
atom 2300 [ -14.447991, 10.426908, 35.259178 ]
atom 2301 [ 4.044163, 8.508770, -37.154640 ]
atom 2302 [ 4.089451, 9.504473, -37.073853 ]
atom 2303 [ 3.653782, 8.263757, -38.042091 ]
atom 2304 [ -13.563338, 2.211359, 37.606182 ]
atom 2305 [ -14.321572, 1.971200, 37.000042 ]
atom 2306 [ -13.057766, 2.982049, 37.218323 ]
atom 2307 [ -8.311709, -4.883341, -11.817651 ]
atom 2308 [ -9.140265, -5.326446, -12.159928 ]
atom 2309 [ -7.916136, -5.436874, -11.084764 ]
atom 2310 [ 1.806637, -11.574500, -23.708502 ]
atom 2311 [ 2.339851, -12.373030, -23.987844 ]
atom 2312 [ 1.121823, -11.850305, -23.033993 ]
atom 2313 [ 6.338352, -1.113869, -22.039629 ]
atom 2314 [ 6.447825, -2.073632, -22.298225 ]
atom 2315 [ 6.837160, -0.938352, -21.190874 ]
atom 2316 [ 11.189368, -2.387764, -39.849655 ]
atom 2317 [ 10.934673, -3.117379, -40.484318 ]
atom 2318 [ 11.875160, -2.729329, -39.206989 ]
atom 2319 [ 5.273412, -1.573624, -10.304257 ]
atom 2320 [ 6.008420, -1.932171, -9.728751 ]
atom 2321 [ 5.481821, -1.758328, -11.264700 ]
atom 2322 [ 6.347067, -5.256636, -37.187656 ]
atom 2323 [ 7.033495, -4.846342, -37.788052 ]
atom 2324 [ 6.712155, -5.320776, -36.258896 ]
atom 2325 [ 0.919912, 3.197996, -34.942299 ]
atom 2326 [ 1.007755, 2.258892, -34.610085 ]
atom 2327 [ 1.685823, 3.744437, -34.603504 ]
atom 2328 [ 14.727294, -2.252852, -29.891985 ]
atom 2329 [ 13.795741, -2.172596, -29.537346 ]
atom 2330 [ 15.146677, -3.089998, -29.540838 ]
atom 2331 [ -9.008342, -13.067083, -37.748901 ]
atom 2332 [ -8.043593, -12.826477, -37.642273 ]
atom 2333 [ -9.205221, -13.895458, -37.224464 ]
atom 2334 [ 13.627678, -13.726182, -23.199226 ]
atom 2335 [ 14.094678, -13.179693, -23.894396 ]
atom 2336 [ 12.886181, -13.189778, -22.796171 ]
atom 2337 [ 5.233186, -0.695493, 34.889381 ]
atom 2338 [ 6.165164, -0.879584, 34.577087 ]
atom 2339 [ 4.586071, -0.930551, 34.164131 ]
atom 2340 [ 10.850811, 7.813089, -13.890306 ]
atom 2341 [ 10.594423, 7.431456, -13.002263 ]
atom 2342 [ 11.594731, 7.272515, -14.283195 ]
atom 2343 [ -14.484881, 13.895206, 36.525635 ]
atom 2344 [ -13.839855, 13.762711, 35.773048 ]
atom 2345 [ -14.009515, 14.305917, 37.303669 ]
atom 2346 [ 7.234386, 7.633010, -31.532745 ]
atom 2347 [ 7.835960, 8.041556, -32.219185 ]
atom 2348 [ 6.285949, 7.880105, -31.731266 ]
atom 2349 [ 7.061867, -10.423572, -42.450565 ]
atom 2350 [ 6.600567, -10.103849, -41.622929 ]
atom 2351 [ 7.046359, -11.423133, -42.475822 ]
atom 2352 [ -5.452669, -12.214471, 40.040474 ]
atom 2353 [ -5.251295, -11.286497, 39.726925 ]
atom 2354 [ -4.631663, -12.779493, 39.958622 ]
atom 2355 [ 9.725425, 5.636913, 33.104126 ]
atom 2356 [ 9.558452, 5.508391, 32.126575 ]
atom 2357 [ 10.670828, 5.930801, 33.244991 ]
atom 2358 [ -8.566226, -0.747424, -16.922556 ]
atom 2359 [ -8.656548, -0.941876, -17.899302 ]
atom 2360 [ -8.213467, 0.180036, -16.798548 ]
atom 2361 [ -0.517718, 7.840899, -34.339058 ]
atom 2362 [ -0.682804, 7.161026, -33.624554 ]
atom 2363 [ 0.249059, 8.424937, -34.072689 ]
atom 2364 [ 12.490727, -11.706223, 35.759323 ]
atom 2365 [ 13.107385, -11.421318, 35.025452 ]
atom 2366 [ 12.890011, -11.463262, 36.643372 ]
atom 2367 [ -10.503903, -3.085737, 35.529266 ]
atom 2368 [ -10.060115, -2.198739, 35.656887 ]
atom 2369 [ -11.214322, -3.005495, 34.830078 ]
atom 2370 [ 3.791686, 10.054354, -8.308068 ]
atom 2371 [ 3.645650, 11.043294, -8.282178 ]
atom 2372 [ 2.911443, 9.589847, -8.405043 ]
atom 2373 [ 10.013149, -11.043271, -29.147062 ]
atom 2374 [ 10.659254, -11.589000, -29.680662 ]
atom 2375 [ 9.081539, -11.358461, -29.328053 ]
atom 2376 [ 9.999607, -6.411157, -35.709194 ]
atom 2377 [ 10.413502, -5.897241, -36.460579 ]
atom 2378 [ 10.712660, -6.699996, -35.070343 ]
atom 2379 [ 13.286616, 5.107839, -36.784054 ]
atom 2380 [ 13.756025, 5.976873, -36.940369 ]
atom 2381 [ 12.440590, 5.272465, -36.276966 ]
atom 2382 [ 3.147737, 12.695911, -7.941913 ]
atom 2383 [ 2.563794, 12.409384, -7.182365 ]
atom 2384 [ 3.493985, 13.617582, -7.766888 ]
atom 2385 [ -8.061410, 15.058048, 38.213501 ]
atom 2386 [ -7.272417, 15.483961, 37.770679 ]
atom 2387 [ -7.855862, 14.099426, 38.410461 ]
atom 2388 [ -1.223416, 8.642538, -16.685421 ]
atom 2389 [ -1.900033, 9.378667, -16.667999 ]
atom 2390 [ -1.132617, 8.251502, -15.769534 ]
atom 2391 [ -7.363041, 2.779557, -10.006730 ]
atom 2392 [ -6.763144, 2.002481, -10.197197 ]
atom 2393 [ -8.313863, 2.470290, -9.989611 ]
atom 2394 [ -7.243306, -3.597670, -8.479311 ]
atom 2395 [ -7.075623, -3.161452, -7.595232 ]
atom 2396 [ -8.122947, -3.289464, -8.841583 ]
atom 2397 [ 2.483752, 1.034044, 34.221588 ]
atom 2398 [ 2.936291, 0.282894, 33.740982 ]
atom 2399 [ 1.502423, 0.850276, 34.278355 ]
atom 2400 [ 7.133401, -14.956738, -22.637877 ]
atom 2401 [ 6.825752, -15.016101, -21.688231 ]
atom 2402 [ 8.089894, -14.665887, -22.660835 ]
atom 2403 [ -8.783023, 13.177525, -25.913635 ]
atom 2404 [ -8.474210, 12.227565, -25.960667 ]
atom 2405 [ -9.747016, 13.227968, -26.174736 ]
atom 2406 [ -5.683999, 11.522136, -15.960208 ]
atom 2407 [ -5.769131, 11.113852, -15.051332 ]
atom 2408 [ -6.520089, 11.351941, -16.481731 ]
atom 2409 [ 1.220663, -14.488087, -40.438091 ]
atom 2410 [ 1.924254, -14.739534, -41.102722 ]
atom 2411 [ 1.343513, -15.024934, -39.603405 ]
atom 2412 [ -7.526217, 9.017113, 34.247662 ]
atom 2413 [ -7.782430, 8.200589, 34.765007 ]
atom 2414 [ -7.700112, 8.863601, 33.274937 ]
atom 2415 [ 4.815153, -10.334610, -20.744036 ]
atom 2416 [ 5.395411, -10.806421, -20.080187 ]
atom 2417 [ 4.166632, -9.746218, -20.261112 ]
atom 2418 [ 3.852337, -6.313102, -12.748338 ]
atom 2419 [ 4.264749, -5.582668, -13.292748 ]
atom 2420 [ 2.857771, -6.281938, -12.847664 ]
atom 2421 [ 14.802342, -0.784811, -19.476658 ]
atom 2422 [ 13.856681, -0.520961, -19.666676 ]
atom 2423 [ 15.410172, -0.346475, -20.138781 ]
atom 2424 [ 3.312716, -13.885307, -24.236214 ]
atom 2425 [ 2.972018, -14.671658, -24.751556 ]
atom 2426 [ 3.329407, -14.107521, -23.261358 ]
atom 2427 [ -9.833589, -14.620546, -8.073833 ]
atom 2428 [ -8.950398, -15.086625, -8.021422 ]
atom 2429 [ -10.033597, -14.185637, -7.195851 ]
atom 2430 [ -8.441796, 0.554057, -36.602219 ]
atom 2431 [ -9.275799, 0.213513, -36.168091 ]
atom 2432 [ -8.454475, 1.553946, -36.610054 ]
atom 2433 [ 11.792278, -14.563190, -9.581351 ]
atom 2434 [ 12.122411, -15.387020, -9.120573 ]
atom 2435 [ 12.540561, -14.148180, -10.098884 ]
atom 2436 [ -6.416139, -12.595228, -37.095966 ]
atom 2437 [ -5.843289, -12.711940, -37.907272 ]
atom 2438 [ -6.210742, -11.715766, -36.666595 ]
atom 2439 [ 1.555064, -1.457987, -38.014126 ]
atom 2440 [ 0.899901, -1.173079, -37.314423 ]
atom 2441 [ 1.113652, -1.439768, -38.911247 ]
atom 2442 [ -5.564919, -10.951039, 36.839371 ]
atom 2443 [ -6.551250, -10.904985, 36.681168 ]
atom 2444 [ -5.355710, -10.588498, 37.747555 ]
atom 2445 [ 14.453750, -7.179918, -9.366722 ]
atom 2446 [ 14.014413, -7.491282, -10.209359 ]
atom 2447 [ 14.848180, -7.963774, -8.887145 ]
atom 2448 [ 7.662043, 3.238497, -41.243649 ]
atom 2449 [ 7.754120, 2.423701, -41.816040 ]
atom 2450 [ 6.994692, 3.063631, -40.519726 ]
atom 2451 [ -8.038708, 11.298320, -12.411189 ]
atom 2452 [ -8.974072, 11.537160, -12.672053 ]
atom 2453 [ -7.910989, 11.469820, -11.434319 ]
atom 2454 [ -3.640864, -13.557266, 33.158470 ]
atom 2455 [ -3.748138, -12.672754, 33.612484 ]
atom 2456 [ -2.667738, -13.761919, 33.052914 ]
atom 2457 [ -5.038061, 14.059034, 39.038212 ]
atom 2458 [ -5.199164, 14.843411, 38.439213 ]
atom 2459 [ -5.678487, 13.326446, 38.807632 ]
atom 2460 [ 4.928765, -1.903536, -15.759716 ]
atom 2461 [ 4.871322, -1.042619, -15.254225 ]
atom 2462 [ 5.304378, -1.731010, -16.670292 ]
atom 2463 [ -2.825360, -11.013953, -12.155535 ]
atom 2464 [ -2.302477, -11.834297, -12.387115 ]
atom 2465 [ -2.225144, -10.214919, -12.191407 ]
atom 2466 [ -1.565447, 8.101693, -27.682602 ]
atom 2467 [ -1.999106, 8.751076, -27.057909 ]
atom 2468 [ -0.749300, 8.518458, -28.082867 ]
atom 2469 [ -13.074120, 9.769727, -29.217098 ]
atom 2470 [ -13.963011, 9.683002, -29.666933 ]
atom 2471 [ -12.347094, 9.709041, -29.901022 ]
atom 2472 [ 4.861032, -8.109696, -24.046656 ]
atom 2473 [ 3.894255, -8.364592, -24.065907 ]
atom 2474 [ 5.407289, -8.895698, -23.757164 ]
atom 2475 [ -0.723630, -12.967028, -19.962269 ]
atom 2476 [ -1.693648, -13.117702, -20.152962 ]
atom 2477 [ -0.445302, -12.080087, -20.330875 ]
atom 2478 [ 7.907630, 14.056632, -14.684572 ]
atom 2479 [ 7.800886, 13.610493, -13.795998 ]
atom 2480 [ 8.490143, 14.863297, -14.584713 ]
atom 2481 [ 5.430991, -0.023990, 41.510658 ]
atom 2482 [ 6.422746, -0.083503, 41.624153 ]
atom 2483 [ 4.979584, -0.438307, 42.300957 ]
atom 2484 [ -4.873363, 6.297956, 37.164593 ]
atom 2485 [ -4.048927, 6.568246, 36.667347 ]
atom 2486 [ -5.473049, 5.776763, 36.557358 ]
atom 2487 [ 9.275834, -10.907253, -14.075113 ]
atom 2488 [ 9.372986, -10.164105, -14.737151 ]
atom 2489 [ 10.042741, -10.884692, -13.433752 ]
atom 2490 [ 9.865635, 11.974119, -20.855999 ]
atom 2491 [ 10.020894, 12.957370, -20.760536 ]
atom 2492 [ 10.730571, 11.486856, -20.735746 ]
atom 2493 [ -8.457969, 9.351523, -30.896095 ]
atom 2494 [ -8.366872, 9.381568, -29.900705 ]
atom 2495 [ -7.834515, 8.663379, -31.267258 ]
atom 2496 [ -7.852279, 4.708951, -17.778780 ]
atom 2497 [ -8.291625, 4.616497, -16.885233 ]
atom 2498 [ -7.501101, 5.639456, -17.882875 ]
atom 2499 [ 3.953207, -14.584600, -7.166105 ]
atom 2500 [ 3.659025, -13.823638, -6.587839 ]
atom 2501 [ 4.744578, -15.032712, -6.750258 ]
atom 2502 [ -13.722295, -1.129671, -23.385805 ]
atom 2503 [ -14.677311, -1.029695, -23.664999 ]
atom 2504 [ -13.544952, -0.549586, -22.590790 ]
atom 2505 [ 6.736353, -10.905466, -32.277863 ]
atom 2506 [ 7.312847, -11.122060, -33.065735 ]
atom 2507 [ 7.112844, -10.113626, -31.796986 ]
atom 2508 [ -0.471110, 7.462553, -37.103680 ]
atom 2509 [ -0.446718, 7.619754, -36.116413 ]
atom 2510 [ -1.361058, 7.084776, -37.359173 ]
atom 2511 [ -6.149117, -9.112757, -8.275074 ]
atom 2512 [ -5.914652, -8.842071, -9.208753 ]
atom 2513 [ -6.935347, -8.580481, -7.961187 ]
atom 2514 [ -12.348727, -11.230710, -8.927026 ]
atom 2515 [ -12.935950, -10.535460, -8.512541 ]
atom 2516 [ -12.819315, -12.113016, -8.917975 ]
atom 2517 [ 4.766026, 5.794598, -20.135950 ]
atom 2518 [ 3.969353, 5.195915, -20.218960 ]
atom 2519 [ 5.277519, 5.789868, -20.995224 ]
atom 2520 [ 11.187584, -6.353543, 41.804649 ]
atom 2521 [ 10.218412, -6.576397, 41.699566 ]
atom 2522 [ 11.573611, -6.116250, 40.913204 ]
atom 2523 [ -3.087501, -7.482059, -10.568987 ]
atom 2524 [ -4.028608, -7.812063, -10.642572 ]
atom 2525 [ -3.029311, -6.800593, -9.839454 ]
atom 2526 [ -8.993966, -13.571118, -10.531282 ]
atom 2527 [ -9.430137, -13.812462, -9.664386 ]
atom 2528 [ -8.188790, -14.147431, -10.671124 ]
atom 2529 [ 9.194936, -0.417038, 38.983284 ]
atom 2530 [ 9.122552, -0.756723, 38.045536 ]
atom 2531 [ 9.880421, -0.950306, 39.479004 ]
atom 2532 [ 7.843863, 13.238643, -12.128409 ]
atom 2533 [ 7.071733, 13.622734, -11.622160 ]
atom 2534 [ 8.681121, 13.725307, -11.879095 ]
atom 2535 [ 3.518687, 3.452204, 40.594143 ]
atom 2536 [ 3.622548, 3.068311, 41.511662 ]
atom 2537 [ 4.309347, 3.200490, 40.036026 ]
atom 2538 [ -12.312674, -12.431657, 38.962158 ]
atom 2539 [ -12.647021, -11.759298, 39.622570 ]
atom 2540 [ -11.337957, -12.593767, 39.115936 ]
atom 2541 [ -11.350164, -0.786744, -17.431814 ]
atom 2542 [ -11.202545, -1.284965, -18.286205 ]
atom 2543 [ -10.498409, -0.762895, -16.908417 ]
atom 2544 [ -8.608268, -0.762450, -11.449463 ]
atom 2545 [ -8.006894, -0.021420, -11.150760 ]
atom 2546 [ -9.516844, -0.394912, -11.647974 ]
atom 2547 [ -11.166974, 9.854004, -31.143469 ]
atom 2548 [ -11.258046, 10.772367, -31.528587 ]
atom 2549 [ -10.198627, 9.611020, -31.086353 ]
atom 2550 [ 6.235729, 3.046857, -29.764132 ]
atom 2551 [ 7.228543, 3.001545, -29.653379 ]
atom 2552 [ 5.877093, 3.820842, -29.242283 ]
atom 2553 [ -4.956816, -8.308117, -13.541595 ]
atom 2554 [ -4.060914, -8.594604, -13.881132 ]
atom 2555 [ -5.673456, -8.801814, -14.034232 ]
atom 2556 [ -4.484172, -4.351331, -29.549095 ]
atom 2557 [ -5.242538, -4.981363, -29.716246 ]
atom 2558 [ -3.788855, -4.471201, -30.257730 ]
atom 2559 [ 12.935973, 6.212663, -14.897480 ]
atom 2560 [ 12.896495, 5.654938, -14.068394 ]
atom 2561 [ 13.215986, 5.642447, -15.669780 ]
atom 2562 [ 8.308440, 2.031327, -20.777874 ]
atom 2563 [ 8.653238, 2.970002, -20.779417 ]
atom 2564 [ 7.427149, 1.999161, -21.249352 ]
atom 2565 [ 9.959355, -6.234673, 37.738998 ]
atom 2566 [ 9.680330, -5.896873, 36.840092 ]
atom 2567 [ 10.313993, -7.165429, 37.649971 ]
atom 2568 [ -14.096289, -7.814642, 34.831112 ]
atom 2569 [ -13.343897, -7.171555, 34.688484 ]
atom 2570 [ -14.729119, -7.442047, 35.509861 ]
atom 2571 [ 2.911640, -0.573980, -29.653023 ]
atom 2572 [ 2.143462, -0.419840, -30.274427 ]
atom 2573 [ 3.676410, -0.970979, -30.160486 ]
atom 2574 [ 0.597209, -7.931335, -10.536282 ]
atom 2575 [ 0.384399, -6.956473, -10.470271 ]
atom 2576 [ -0.048167, -8.371894, -11.160299 ]
atom 2577 [ 6.034963, -4.025830, 40.664555 ]
atom 2578 [ 6.607229, -4.631244, 40.111397 ]
atom 2579 [ 5.575682, -3.365996, 40.069843 ]
atom 2580 [ 1.372654, 0.495489, -8.949872 ]
atom 2581 [ 0.620333, 0.001736, -8.513729 ]
atom 2582 [ 2.244521, 0.122756, -8.632195 ]
atom 2583 [ -10.921884, 6.834856, -25.822380 ]
atom 2584 [ -10.085493, 6.855310, -26.370132 ]
atom 2585 [ -11.689459, 7.161819, -26.373672 ]
atom 2586 [ -12.230694, -10.831948, -27.246817 ]
atom 2587 [ -12.650419, -10.398259, -26.449480 ]
atom 2588 [ -11.509118, -10.240514, -27.606724 ]
atom 2589 [ -5.499450, 0.291235, -23.782467 ]
atom 2590 [ -6.095760, 0.480319, -24.562634 ]
atom 2591 [ -5.768527, 0.866598, -23.010096 ]
atom 2592 [ 10.065871, -12.676782, -25.224125 ]
atom 2593 [ 10.714846, -11.919883, -25.301167 ]
atom 2594 [ 9.184533, -12.400519, -25.607431 ]
atom 2595 [ -13.165486, -8.080408, -14.377998 ]
atom 2596 [ -13.588645, -7.178254, -14.294015 ]
atom 2597 [ -12.178218, -7.999564, -14.241012 ]
atom 2598 [ 8.716305, -11.737402, 40.241749 ]
atom 2599 [ 8.031515, -11.366357, 39.614540 ]
atom 2600 [ 8.261073, -12.270704, 40.954735 ]
atom 2601 [ -1.035851, -8.158390, 37.459732 ]
atom 2602 [ -0.635427, -8.995217, 37.833073 ]
atom 2603 [ -1.880879, -7.945560, 37.950275 ]
atom 2604 [ 2.703177, 9.193243, 37.843185 ]
atom 2605 [ 3.049466, 8.602654, 38.572083 ]
atom 2606 [ 1.994465, 9.795529, 38.210575 ]
atom 2607 [ 8.969564, -0.190413, -24.072023 ]
atom 2608 [ 9.488334, -0.460665, -24.883099 ]
atom 2609 [ 8.006584, -0.429016, -24.197472 ]
atom 2610 [ 12.365809, 10.830727, -20.569904 ]
atom 2611 [ 12.714243, 11.265894, -21.400099 ]
atom 2612 [ 12.261033, 9.848734, -20.727102 ]
atom 2613 [ 11.406467, 11.209998, -7.324444 ]
atom 2614 [ 10.596716, 11.120600, -6.744522 ]
atom 2615 [ 11.148178, 11.073862, -8.280871 ]
atom 2616 [ -12.304118, 13.007075, -35.735672 ]
atom 2617 [ -11.374732, 12.689133, -35.548180 ]
atom 2618 [ -12.864992, 12.236887, -36.039368 ]
atom 2619 [ 12.271008, 8.729168, -9.721348 ]
atom 2620 [ 11.792630, 7.990258, -9.246830 ]
atom 2621 [ 11.657669, 9.512503, -9.822351 ]
atom 2622 [ 8.629622, -4.207731, -38.431427 ]
atom 2623 [ 9.528318, -4.498215, -38.102848 ]
atom 2624 [ 8.710768, -3.318562, -38.881756 ]
atom 2625 [ -3.301789, 1.431473, -16.772030 ]
atom 2626 [ -2.477763, 1.526115, -17.330622 ]
atom 2627 [ -4.104912, 1.392851, -17.366590 ]
atom 2628 [ 8.538057, -6.912009, 41.647343 ]
atom 2629 [ 7.593309, -6.776869, 41.945992 ]
atom 2630 [ 8.884244, -7.774450, 42.016598 ]
atom 2631 [ 12.144524, -8.080898, -29.553749 ]
atom 2632 [ 11.147456, -8.015009, -29.592690 ]
atom 2633 [ 12.411231, -8.639983, -28.768707 ]
atom 2634 [ 0.725353, 6.509872, -39.361355 ]
atom 2635 [ 1.715138, 6.651978, -39.372772 ]
atom 2636 [ 0.329764, 6.982780, -38.574039 ]
atom 2637 [ -12.454643, -2.637956, -27.095732 ]
atom 2638 [ -12.809160, -3.361517, -27.687996 ]
atom 2639 [ -12.731199, -1.746989, -27.455862 ]
atom 2640 [ 4.907162, 8.248879, -10.111131 ]
atom 2641 [ 4.662682, 9.069719, -9.594941 ]
atom 2642 [ 4.889270, 7.455130, -9.503149 ]
atom 2643 [ -11.558693, 1.898768, 42.528790 ]
atom 2644 [ -11.752531, 2.715978, 41.986023 ]
atom 2645 [ -12.028781, 1.112736, 42.127331 ]
atom 2646 [ 7.033293, 9.816832, -15.923689 ]
atom 2647 [ 6.165239, 9.510207, -15.533223 ]
atom 2648 [ 7.705251, 9.078720, -15.863148 ]
atom 2649 [ -1.296664, 13.211322, -17.308485 ]
atom 2650 [ -1.254924, 12.563679, -16.547686 ]
atom 2651 [ -0.465059, 13.133618, -17.858391 ]
atom 2652 [ 2.559325, -9.323176, -41.949291 ]
atom 2653 [ 2.133044, -9.588989, -41.084637 ]
atom 2654 [ 1.978910, -9.613352, -42.710155 ]
atom 2655 [ 6.081792, -10.330379, -23.070210 ]
atom 2656 [ 5.568992, -10.292271, -22.212547 ]
atom 2657 [ 6.018047, -11.250727, -23.456081 ]
atom 2658 [ -12.679942, 0.131948, -21.153864 ]
atom 2659 [ -12.274632, 1.025061, -20.958742 ]
atom 2660 [ -11.961451, -0.507621, -21.427216 ]
atom 2661 [ 0.906224, -13.195788, -8.231129 ]
atom 2662 [ 1.406868, -12.347939, -8.056466 ]
atom 2663 [ -0.052243, -13.076329, -7.972147 ]
atom 2664 [ -8.027036, 11.367617, -17.373987 ]
atom 2665 [ -8.150668, 12.355371, -17.278809 ]
atom 2666 [ -8.799613, 10.982059, -17.878437 ]
atom 2667 [ -2.369123, -0.035417, 36.154003 ]
atom 2668 [ -1.506823, 0.456144, 36.032318 ]
atom 2669 [ -2.612867, -0.045882, 37.123787 ]
atom 2670 [ -9.461795, 4.699096, 42.054970 ]
